City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
698,Ulladulla,AU,-35.35,150.4667,70.0,94,90,8.05,overcast clouds
699,Milkovo,RU,54.7167,158.6167,14.16,75,98,9.28,overcast clouds
700,Doha,QA,25.2867,51.5333,78.8,31,22,23.02,dust
701,Ushtobe,KZ,45.2514,77.9838,43.18,69,100,6.35,overcast clouds
702,Asau,RO,46.4333,26.4,37.0,62,60,4.52,broken clouds
703,Chara,RU,56.9064,118.2631,12.38,74,95,2.3,overcast clouds
704,Wlodawa,PL,51.55,23.55,33.01,100,75,8.52,broken clouds
705,Mazagao,BR,-0.115,-51.2894,80.6,89,20,1.14,moderate rain
706,Cacador,BR,-26.7753,-51.015,62.69,73,0,2.01,clear sky
707,Aldama,MX,22.9167,-98.0667,87.01,65,43,5.99,scattered clouds
708,Beyneu,KZ,45.3167,55.2,19.81,44,100,13.69,overcast clouds
709,Valparaiso,CL,-33.0393,-71.6273,63.0,82,20,5.75,few clouds
710,Sovetskaya,RU,44.7769,41.1722,17.4,88,88,10.22,light snow
711,Baruun-Urt,MN,46.6806,113.2792,28.65,49,100,9.22,overcast clouds
712,Puerto Quijarro,BO,-17.7833,-57.7667,82.18,67,77,1.95,broken clouds
